,NAME,ZIP,TEL,TYPE,GRADE,LON,LAT,ADDRESS,YELP STAR
226,JUNOON,10010,2124902100,Asian,,-73.9908424,40.7431813,"27 WEST   24 STREET, New York City",5
227,LI GRECI'S STAATEN RESTAURANT,10310,7184486000,American,,-74.1123151,40.6297394,"697 FOREST AVENUE, New York City",3.5
228,ALI'S ROTI SHOP,11213,5165224875,Mexcian,B,-73.9311325,40.6664242,"337 UTICA AVENUE, New York City",4
229,KANG KEE CHINESE RESTAURANT,10002,2129662876,QuickMeal,B,-73.9946948,40.7168935,"124 HESTER STREET, New York City",2.5
230,GREAT TASTE BAKERY,10038,6466424110,QuickMeal,,-73.9969397,40.7120833,"3335 CATHERINE STREET, New York City",2
231,Sally's,11236,7189754356,Mexcian,,-73.9193028,40.6386779,"1570 RALPH AVE, New York City",3.5
232,THE PLACE BAR & LOUNGE,11222,7183831900,American,A,-73.9421954,40.7278843,"269 NORMAN AVENUE, New York City",3.5
233,MON CHER MARKET,10013,2129650007,American,A,-74.0045513,40.7166333,"339 BROADWAY, New York City",3
234,DELI DOROJ FRIED CHICKEN AND PIZZA,11223,7182652540,QuickMeal,A,-73.9837861,40.5960882,"2637 86 STREET, New York City",3
235,JADE STAR KITCHEN,11204,7183317802,Chinese,,-73.9934595,40.6161898,"7008 18 AVENUE, New York City",5
236,SAKAMAI,10002,6465900684,Asian,,-73.9881277,40.7209731,"157 LUDLOW STREET, New York City",3
237,SAKURA III,11414,7183238827,Asian,B,-73.840449,40.6597285,"158-38 CROSSBAY BLVD, New York City",3.5
238,MD KITCHEN,11230,9177899556,Italian,A,-73.9719813,40.7279529,"1012 EAST   15 STREET, New York City",3.5
239,CROWN FRIED CHICKEN,11233,3474065225,Chinese,A,-73.921791,40.674391,"431 RALPH AVENUE, New York City",3.5
240,BOTTEGA FALAI,10012,2123343132,Dessert,A,-73.9964503,40.7234824,"267 LAFAYETTE STREET, New York City",3
241,JAY'S ROTI HUT,11420,7183223473,Mexcian,,-73.8207009,40.6702185,"13509 LEFFERTS BLVD, New York City",2
242,COCOA GRINDER,11209,3475606282,Dessert,A,-74.0280804,40.6228618,"8521 4TH AVE, New York City",3.5
243,EZ BOCARITOS,10458,3475775786,European,,-73.8932392,40.8601738,"2457 WEBSTER AVE, New York City",4.5
244,BURGER KING,11362,7182295701,QuickMeal,A,-73.7385742,40.7543546,"24202 61 AVENUE, New York City",5
245,FLUSHING MEADOWS PITCH AND PUTT,11368,7182718182,American,A,-73.8339635,40.7583142,"12216 ROOSEVELT AVENUE, New York City",3
246,CHINA VILLAGE RESTAURANT,10013,2129416679,Chinese,,-73.9998923,40.7170858,"94 BAXTER STREET, New York City",3
247,LA HOGUERA PIASA RESTAURANT & BAKERY,11104,7183929903,American,,-73.9239125,40.7433495,"4012 QUEENS BOULEVARD, New York City",4
248,FAMOUS FAMIGLIA,10025,2128647193,QuickMeal,C,-73.9707385,40.7940122,"734 AMSTERDAM AVENUE, New York City",4.5
249,CORTE CAFE,10007,2127663200,QuickMeal,B,-74.0039575,40.7141238,"2 LAFAYETTE STREET, New York City",4
250,ISIS RESTAURANT,10467,7183241054,European,B,-73.8657211,40.8656142,"739 ALLERTON AVENUE, New York City",1.5
251,BRUNO'S RESTAURANT,11414,7183227866,Italian,A,-73.8404544,40.6600815,"15822 CROSSBAY BOULEVARD, New York City",5
252,CHAI THAI RESTAURANT,11249,7185995889,Asian,,-73.9596482,40.7179006,"124 NORTH    6 STREET, New York City",4
253,TASTY'S DINER,11105,7187778830,European,A,-73.9096617,40.7750776,"3304 DITMARS BOULEVARD, New York City",1
254,ALEO,10011,2126918136,Italian,,-73.9917192,40.7402169,"7 WEST   20 STREET, New York City",4
255,JUSTINOS,10019,2125821222,QuickMeal,A,-73.9886055,40.769565,"881 10TH AVE, New York City",4.5
256,DUNKIN' DONUTS/ BASKIN ROBBINS,11419,7188452649,QuickMeal,,-73.8263863,40.6860854,"11611 LIBERTY AVENUE, New York City",4.5
257,MI CASA RESTAURANT,11418,7188499636,American,Z,-73.832609,40.699166,"11620 JAMAICA AVENUE, New York City",5
258,MILL KOREAN RESTAURANT,10025,2126667653,Asian,,-73.9658571,40.8061666,"2895 BROADWAY, New York City",4
259,KENNEDY FRIED CHICKEN & PIZZA,11208,7185130174,Chinese,,-73.8796595,40.6817316,"3127 FULTON ST, New York City",4.5
260,SAL'S PIZZA / MAMMA MARIA RESTAURANT,11231,7188526890,Italian,,-73.9950902,40.6835769,"305 COURT STREET, New York City",2.5
261,TOTAL AMAZING GRACE,11226,7182824035,Mexcian,B,-73.948122,40.6510537,"3113 CHURCH AVE, New York City",3.5
262,BOSTON MARKET,10019,2122624694,American,,-73.9885373,40.7697239,"885 10 AVENUE, New York City",3.5
263,LAS MARGARITAS RESTAURANT,11209,7182383972,Mexcian,A,-73.9906003,40.7286208,"7206 3RD AVE, New York City",5
264,TOMMY'S,10032,2123681837,American,,-73.9450948,40.8331086,"3750 BROADWAY, New York City",3.5
265,KANA TAPAS BAR & RESTAURANT,10013,2123438180,European,,-74.0094194,40.7258383,"324 SPRING STREET, New York City",3.5
266,LA PIZZA & CONVENIENCE,11222,7183830666,Italian,A,-73.9532416,40.8099485,"887 MANHATTAN AVENUE, New York City",3.5
267,SERAFINA,10027,2126580226,Italian,,-73.9584604,40.810944,"1260 AMSTERDAM AVE, New York City",1.5
268,TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,11235,7183328082,European,,-73.963258,40.5814768,"265 NEPTUNE AVENUE, New York City",5
269,MAYA CUISINE,11103,7187773118,European,,-73.91179,40.768194,"2442 STEINWAY ST, New York City",4.5
270,SOPHIES CUBAN CUISINE,10038,2126086769,American,A,-74.0055381,40.708933,"76 FULTON ST, New York City",3
271,BOOTLEG BAR,11237,3477156307,American,,-73.9172858,40.6987461,"1438 MYRTLE AVE, New York City",4.5
272,DOMINO'S,11207,7184954441,QuickMeal,,-73.8914092,40.6723548,"2196 PITKIN AVENUE, New York City",1.5
273,CAFE MARTIN,11215,3472616836,Dessert,,-73.983317,40.748452,"355 5 AVENUE, New York City",5
274,PAPA LEONE PIZZERIA,11235,7186481349,Italian,A,-73.9426101,40.5780673,"101103 ORIENTAL BOULEVARD, New York City",1.5
275,OCEAN DRAGON RESTAURANT,10019,2122457210,Chinese,A,-73.9886707,40.7694349,"877 10 AVENUE, New York City",3.5
276,HOU YI HOT POT,10002,2129663420,Chinese,,-73.9925768,40.7161793,"92 HESTER ST, New York City",1
277,LITTLE CHOC APOTHECARY,11211,7189630420,Dessert,,-73.9571805,40.7119099,"141 HAVEMEYER ST, New York City",2.5
278,SHERWOODS KEEP,11385,7183810400,American,,-73.9197019,40.7082673,"205 CYPRESS AVE, New York City",3.5
279,TWO8TWO BAR & BURGER,11201,7185962282,American,,-73.9897082,40.6885584,"282 ATLANTIC AVENUE, New York City",5
280,COPPER KETTLE,11377,7183357596,American,,-73.9135648,40.7458604,"5024 SKILLMAN AVENUE, New York City",3.5
281,WANG CHINA CITY,11203,7185662222,Chinese,,-73.930024,40.6538327,"756 LINDEN BOULEVARD, New York City",2.5
282,KUM GANG SAN,11354,7184610909,Asian,,-73.8271317,40.7638577,"13828 NORTHERN BOULEVARD, New York City",4
283,DUNKIN DONUTS,11434,7183410610,Other,A,-73.77036,40.672716,"16995 137TH AVE, New York City",3.5
284,MONTERO BAR & GRILL,11201,6467294129,American,A,-73.9979536,40.6914024,"73 ATLANTIC AVENUE, New York City",5
285,LA PLAYA RESTAURANT,11693,7183188435,American,,-73.812828,40.587608,"8716 ROCKAWAY BEACH BOULEVARD, New York City",2
286,D.B.A.,10003,2124755097,American,A,-73.9880465,40.7243091,"41 1ST AVE, New York City",4.5
287,TASTE OF GEORGIA,11229,7183365556,European,,-73.9554072,40.6097673,"1637 EAST   18 STREET, New York City",2.5
288,LITTLE CAESARS,11236,3473719971,QuickMeal,A,-73.9126917,40.6354802,"8008 FLATLANDS AVENUE, New York City",2.5
289,DEAD RABBIT TAVERN,10004,6464227906,European,,-74.0110308,40.7032931,"30 WATER STREET, New York City",4
290,JK & SONS COFFEE SHOP,11206,7187822366,American,A,-73.9914063,40.7327205,"801 BROADWAY, New York City",3.5
291,EMMETTS,10012,9176393571,American,A,-74.0024945,40.7273163,"50 MACDOUGAL ST, New York City",4.5
292,MERRY LAND BUFFET,10451,7182923455,Chinese,A,-73.9093565,40.8242867,"505 E 163RD ST, New York City",4.5
293,PICO,11694,7189453474,Mexcian,A,-73.849677,40.578361,"419 BEACH  129 STREET, New York City",4
294,MR TAKA RAMEN,10002,2122541508,Asian,,-73.9888983,40.7212405,"170 ALLEN ST, New York City",3.5
295,MUGS ALE HOUSE BAR,11211,7184868232,American,,-73.9556346,40.7194792,"125 BEDFORD AVENUE, New York City",5
296,PONTE VECCHIO,11209,7182386449,Italian,,-74.0293074,40.6211778,"8810 4 AVENUE, New York City",3
297,HAPPY BONES,10013,2126733754,Dessert,,-73.997103,40.7207546,"394 BROOME ST, New York City",3.5
298,CASA VERDE,10306,7189838344,Italian,A,-74.136564,40.573198,"3471 RICHMOND ROAD, New York City",3.5
299,THE BURGER BISTRO,11217,7183989800,American,A,-73.9897297,40.7413536,"177 5 AVENUE, New York City",4
300,INTERCONTINENTAL BARCLAY -  LOBBY   RESTAURANT,10004,2127555900,American,A,-73.9734883,40.7557423,"111 E 48TH ST, New York City",3
301,FAJITAS SUNRISE RESTAURANT,11385,7184180967,Mexcian,A,-73.898853,40.7003404,"5924 MYRTLE AVENUE, New York City",4.5
302,CAFE 37,10018,2123911523,QuickMeal,A,-73.9853673,40.7514965,"47 WEST   37 STREET, New York City",3.5
303,PITOPIA,10001,2122446700,Other,,-73.9960031,40.7534666,"369 W 34TH ST, New York City",4
304,J'S ON THE BAY,10305,7187200922,American,A,-74.0661163,40.6143431,"1189 BAY STREET, New York City",5
305,JUICE GENERATION,10028,2122494071,American,A,-73.9550851,40.7773095,"1486 3 AVENUE, New York City",3
306,COUNTRY THYME CUISINE,10469,3479204276,Mexcian,,-73.8376475,40.8769356,"1455 EAST  222 STREET, New York City",5
307,NEW DRAGON SEA CHINESE RESTAURANT,10458,7189338228,Chinese,,-73.884413,40.851982,"2302 CROTONA AVE, New York City",4.5
308,CHICKEN FESTIVAL,11358,7182240712,Chinese,,-73.7852968,40.7579835,"196-17 NORTHERN BLVD, New York City",4.5
309,EL NUEVO AMBIENTE RESTAURANT,11691,7183276326,American,A,-73.7543013,40.6006613,"2009 NEW HAVEN AVE, New York City",2.5
310,HUNG YIP CHINESE RESTAURANT,10036,2127191788,Chinese,A,-73.9800634,40.7558969,"7 W 45TH ST, New York City",4.5
311,HUMMUS PLACE,10023,2127993335,Asian,,-73.9803034,40.7800722,"305 AMSTERDAM AVENUE, New York City",2
312,ELEGANT CHINESE RESTAURANT,11427,7187768270,Chinese,,-73.7536785,40.7246757,"21206 HILLSIDE AVENUE, New York City",2.5
313,SILVER'S CRUST WEST INDIAN RESTAURANT & GRILL,11203,7186292880,Mexcian,A,-73.926643,40.642434,"5223 AVENUE D, New York City",4.5
314,LA VIE EN SZECHUAN RESTAURANT,10016,2126832779,Chinese,,-73.9843067,40.7472327,"14 EAST   33 STREET, New York City",4.5
315,MI BELLA DAMA RESTAURANT,11237,7186284253,European,Z,-73.9237398,40.7016524,"296 KNICKERBOCKER AVENUE, New York City",5
316,CHIFA RESTAURANT,11372,7188980108,Other,,-73.8930156,40.7545018,"7320 NORTHERN BOULEVARD, New York City",4.5
317,BACK TO JOHN'S  DELI,11215,7187227547,American,,-73.979826,40.742782,"423 3  AVE, New York City",2.5
318,TUNG THONG THAI RESTAURANT,10032,2127955995,Asian,A,-73.9385827,40.841572,"561 WEST 169TH STREET, New York City",3
319,SENTRY CENTERS,10019,6465998908,American,,-73.9824649,40.762838,"810 7 AVENUE, New York City",2.5
320,POP'S RESTAURANT,11224,7183332880,American,C,-73.9835518,40.5793623,"1511 NEPTUNE AVENUE, New York City",4.5
321,GOOD GOOD TASTE,11220,7188337555,Chinese,,-73.9361877,40.8305223,"5806 8 AVENUE, New York City",4.5
322,Maravilla's Bar & Grill,10473,7186187440,European,,-73.8553523,40.810868,"254 SOUNDVIEW AVE, New York City",4.5
323,DIMES,10002,2122409410,American,A,-73.9907951,40.7143766,"143 DIVISION STREET, New York City",3.5
324,CITYSCAPES NY,11378,7183668900,American,,-73.9119047,40.7258004,"5561 58 STREET, New York City",4
325,MA-N-POP SOUL FOOD,11233,7185746735,Other,,-73.9350262,40.6836614,"349 LEWIS AVENUE, New York City",5
326,ESSEX WORLD CAFE,10006,2127919900,American,B,-74.0121261,40.7095516,"112 LIBERTY STREET, New York City",3
327,KATO CAFE,11354,7183218818,Chinese,A,-73.8315499,40.764769,"13501 35TH AVE, New York City",3
328,CINDERELLAS RESTAURANT,10301,7182854333,Mexcian,B,-74.0799075,40.6375086,"108 VICTORY BOULEVARD, New York City",4.5
329,CHINELOS II DELI-GROCERY RESTAURANT,10031,2126906077,Mexcian,,-73.9537342,40.8202005,"530 W 136TH ST, New York City",1.5
330,DREAM CAFE,11103,7184069888,Asian,,-73.912781,40.76699,"2542 STEINWAY ST, New York City",3.5
331,SUSHI FUSSION,11367,9173005312,Asian,,-73.8222341,40.7269901,"71-32A MAIN STREET, New York City",4.5
332,AUDREY BAKERY & CAFE,10038,2126089188,QuickMeal,,-73.9979074,40.7141309,"12 CHATHAM SQ, New York City",3.5
333,THE GRAHAM,11206,7183884608,American,,-73.9433579,40.7082869,"190 GRAHAM AVENUE, New York City",3
334,MUSCAT CAFE,11366,7185914060,Other,,-73.7897471,40.7264501,"17805 UNION TURNPIKE, New York City",2.5
335,COPPOLA'S,10016,2126790070,Italian,A,-73.9815389,40.7416585,"378 3 AVENUE, New York City",5
336,TAGINE,10018,6463268014,Other,,-73.9892709,40.7539608,"221 WEST   38 STREET, New York City",3.5
337,ESQUIRE DINER,11417,7188457600,American,B,-73.8438228,40.6790431,"10545 CROSSBAY BOULEVARD, New York City",5
338,WAR MEMORIAL ICE SKATING RINK,10314,9179214213,American,A,-73.9744034,40.7678214,"0 MEMORIAL ICE SKATING, New York City",2
339,BUFFALO WILD WINGS,11375,7185449453,American,,-73.8442334,40.7204527,"107-16 71ST AVENUE, New York City",2.5
340,TWO GRANDPA'S PIZZA,10453,3472697375,Italian,,-73.9076794,40.8481249,"1839 GRAND CONCOURSE, New York City",3
341,CAFE BONJOUR DELI & PIZZA,10018,2125757070,American,A,-73.983818,40.7511996,"18 WEST 38 STREET, New York City",2.5
342,ADDEO'S RIVERDALE PIZZERIA,10471,7185494750,Italian,,-73.9041142,40.9057642,"5654 RIVERDALE AVENUE, New York City",3
343,FISH BONE,11203,3477153764,Mexcian,A,-73.9345192,40.6517203,"4525 CHURCH AVENUE, New York City",3.5
344,NAKATA SUSHI,10306,7189801891,Asian,,-74.1041,40.5872619,"1775 RICHMOND ROAD, New York City",1
345,MISTER HOTPOT,11220,7186335197,Chinese,A,-73.9361877,40.8305223,"5306 8 AVENUE, New York City",4
346,SHEEZAN RESTAURANT,10007,2129646259,Other,,-74.0070321,40.7156607,"183 CHURCH STREET, New York City",4.5
347,CJ'S PUB,11356,7183098880,Dessert,A,-73.8453637,40.7893188,"901 COLLEGE POINT BLVD, New York City",4
348,CHINA KING FOOD,11432,3473229599,Asian,,-73.7964524,40.7071467,"8902 165 STREET, New York City",1.5
349,PEACEFUL CHINESE RESTAURANT,11236,7182092111,Chinese,,-73.9135477,40.63492,"7902 FLATLANDS AVE, New York City",3
350,HUNAN DELIGHT,11215,7187891400,Chinese,,-73.9781832,40.6752926,"752 UNION STREET, New York City",2
351,MARIA'S PIZZERIA RESTAURANT,11230,7186271003,QuickMeal,A,-73.9625382,40.6122211,"1849 CONEY ISLAND AVENUE, New York City",4
352,TENDER TRAP,11222,7183896868,American,,-73.9582278,40.7295177,"68 GREENPOINT AVENUE, New York City",3.5
353,VAN LEEUWEN ARTISAN ICE CREAM,10014,9174751448,Dessert,A,-74.0012851,40.7343589,"181 WAVERLY PL, New York City",3.5
354,NORTHERN TERRITORY,11222,3476894065,American,A,-74.0022469,40.7168128,"12 FRANKLIN ST., New York City",2.5
355,ESCOLAS,11106,7184827461,American,A,-73.9289,40.755959,"3204 36 AVENUE, New York City",3
356,BLIMPIE,10467,7182314230,QuickMeal,,-73.8794643,40.8818092,"85 EAST GUNHILL ROAD, New York City",5
357,BAEKJEONG,10016,2129669839,Asian,B,-73.9850363,40.747092,"319 5TH AVE, New York City",4
358,PIZZA CHEF,11357,7187461255,QuickMeal,,-73.8090466,40.7890607,"15381 CROSS ISLAND PARKWAY, New York City",3
359,SWEET SPOT,11412,7184544210,Mexcian,,-73.762227,40.6971459,"11432 FARMERS BLVD, New York City",2.5
360,ANTONIO'S,11370,7187289200,Italian,,-73.9903972,40.6087182,"7608 21ST AVE, New York City",4.5
361,BARRACUDA BAR,10011,2126458613,American,A,-73.998305,40.744594,"275 WEST   22 STREET, New York City",3.5
362,LTK LITTLE THAI KITCHEN,10022,2126445353,Asian,A,-73.9680153,40.7573404,"231 EAST   53 STREET, New York City",4
363,KAM FUNG RESTAURANT,11234,7182530212,Chinese,B,-73.9243167,40.6192923,"5221 AVENUE N, New York City",2
364,ARIS POLLOS A LA BRASA,11221,7183819400,European,A,-73.9107435,40.6947377,"691 KNICKERBOCKER AVENUE, New York City",3.5
365,POLLOS A LA BRASA MR. MARIO,11356,7189617398,American,,-73.845977,40.783029,"1804 COLLEGE POINT BLVD, New York City",2
366,CALEXICO,11222,3477632129,American,,-73.9532416,40.8099485,"645 MANHATTAN AVENUE, New York City",4
367,SAKE BAR HAGI 46,10036,2129562429,Asian,A,-73.9901141,40.7605203,"358 W 46TH ST, New York City",3
368,BLUE MOUNTAIN GRILL,10467,7187980878,Mexcian,A,-73.8673117,40.8730022,"3257 WHITE PLAINS ROAD, New York City",3
369,UMBERTO'S CLAM HOUSE,10013,2124317545,Italian,,-73.9976166,40.7184206,"132 MULBERRY STREET, New York City",1
370,PATE'S JEANTY,11429,7184680025,QuickMeal,,-73.7343935,40.7132725,"21909 HEMPSTEAD AVENUE, New York City",3
371,ADVENTURE CAFE,10002,6468472367,Dessert,A,-73.9896868,40.718728,"85 DELANCEY ST, New York City",3.5
372,CHARLIE'S PLACE & SUSHI,10035,2124100277,Asian,A,-73.9405714,40.8062134,"1960 MADISON AVE, New York City",4
373,FOUR SEASONS BAKERY,11226,7186937996,Other,A,-73.9561344,40.6507643,"2281 CHURCH AVENUE, New York City",4
374,LA CANELA RESTAURANT & CAFE,11103,7187770778,Mexcian,A,-73.9130389,40.7658992,"2579 STEINWAY STREET, New York City",4
375,THE OTHER PLACE,11375,7185758999,American,B,-73.8491117,40.7104211,"10319 METROPOLITAN AVE, New York City",5
376,SOHO KTV & BAR,11354,9178735666,Chinese,A,-73.83238,40.7674184,"3202 LINDEN PL, New York City",4.5
377,SOUEN RESTAURANT,10014,2128077421,Asian,A,-73.9782302,40.6752344,"210 6 AVENUE, New York City",4
378,LIMA 33,11362,7182254949,Other,A,-73.7342786,40.7715303,"25404 NORTHERN BLVD, New York City",3
379,LA NUEVA VEGA,11237,6463776694,American,,-73.9220084,40.7017427,"1495 DEKALB AVENUE, New York City",4
380,CITY COLLEGE CAFETERIA,10031,2126506771,American,,-73.9515415,40.8180574,"138 ST CONVENT AVE, New York City",5
381,SZECHUAN KITCHEN,11429,7182176118,Chinese,,-73.740213,40.705262,"11202 SPRINGFIELD BLVD, New York City",5
382,LEGENDS NYC,10001,2129677792,American,,-73.9857111,40.7479328,"6 WEST   33 STREET, New York City",4
383,WORLD PIE,11231,7188520240,QuickMeal,,-73.9969743,40.680598,"404 COURT STREET, New York City",2
384,PAPAS FRIED CHICKEN AND PIZZA,11224,7189288167,Chinese,C,-73.995718,40.57313,"2919B SURF AVE, New York City",3.5
385,GOLDEN SANDS CAFE,11229,7186488898,QuickMeal,B,-73.9517668,40.5990999,"1924 AVENUE U, New York City",1
386,FRANKIES 457,11231,7184030033,Italian,A,-73.9980719,40.67738,"457 COURT STREET, New York City",4
387,THE BREAD FACTORY CAFE,10018,2122796665,American,,-73.9903332,40.7520103,"470 7TH AVE, New York City",3
388,GOOD SHEPHERD SERVICES,10003,2124754245,American,,-73.9818642,40.7337774,"337 EAST   17 STREET, New York City",4
389,AWASH ETHIOPIAN RESTAURANT,11201,7182432151,Other,A,-73.9945259,40.6858033,"242 COURT ST, New York City",3.5
390,SIMON'S,10458,7185623354,QuickMeal,A,-73.8863509,40.857441,"2479 ARTHUR AVE, New York City",2.5
391,BIG JOHN'S COFFEE SHOP & GRILL,11232,7189651808,American,A,-74.0017685,40.6564917,"865 4 AVENUE, New York City",2
392,IL SOGNO SECONDO,11215,9292959363,Italian,Not Yet Graded,-73.9860001,40.7469979,"310 5TH AVE, New York City",3.5
393,CHINA XIANG,10036,2129676088,Asian,,-73.9923783,40.7580804,"360 W 42ND ST, New York City",5
394,SNACK BAR (LOCATED BETWEEN A-B BETWEEN FANCY FOOD AND MASTERS),10474,7185422900,American,A,-73.8720055,40.8067286,"355 FOOD CENTER DRIVE, New York City",3.5
395,STICKY RICE,10002,2122748208,Asian,,-73.9904772,40.7179481,"85 ORCHARD STREET, New York City",3.5
396,OSLO COFFEE ROASTERS,10021,3472552508,Dessert,,-73.953699,40.7691558,"422 EAST   75 STREET, New York City",3
397,GIGINO AT WAGNER PARK,10004,2125282228,Italian,A,-74.0175619,40.7049736,"20 BATTERY PLACE, New York City",3.5
398,CHIRPING CHICKEN,10065,2128792509,Chinese,B,-73.9591949,40.763969,"1219 1ST AVENUE, New York City",4.5
399,TAPOUT FITNESS,10029,2123693063,Dessert,,-73.9445206,40.7911939,"1915 3RD AVE, New York City",3.5
400,GIOVANNI'S,10452,7185382054,QuickMeal,A,-73.9201166,40.8351312,"76 EAST  167 STREET, New York City",2
401,PALACE FRIED CHICKEN,11418,7188464200,Chinese,,-73.8432166,40.6949607,"10402 JAMAICA AVE, New York City",4.5
402,UNITED GROCERY & DELI,10013,2123343379,QuickMeal,B,-74.008475,40.722532,"177 HUDSON STREET, New York City",4
403,RIO DELA PLATA BAKERY,11373,7182715422,QuickMeal,,-73.8677227,40.7423085,"9465 CORONA AVE, New York City",3.5
404,GREEK EXPRESS,10463,7186014976,European,A,-73.9075377,40.8874702,"3733 RIVERDALE AVENUE, New York City",4.5
405,PONDICHERI,10001,7138200154,Asian,B,-73.9882462,40.7445059,"15 W 27TH ST, New York City",5
406,KO SUSHI,10021,2124391678,Asian,,-73.9594433,40.7677359,"1329 2 AVENUE, New York City",2.5
407,MIKES DELI RESTAURANT,11236,7182572900,QuickMeal,C,-73.903184,40.650258,"10013 FOSTER AVE, New York City",3.5
408,MARCY & MYRTLE COFFEE BAR,11206,9176620727,Dessert,,-73.9492852,40.6950617,"574 MARCY AVE, New York City",3.5
409,DUE FRATELLI,11372,7184245222,Italian,,-73.8891931,40.7493859,"7623 37TH AVE, New York City",5
410,HI LIFE BAR & GRILL,10024,2127877199,American,,-73.97623,40.7855119,"477 AMSTERDAM AVENUE, New York City",4
411,CITY CAFE,10036,2127640444,QuickMeal,,-73.9819819,40.7550857,"35 WEST   43 STREET, New York City",5
412,T.G.I. FRIDAY'S,11375,7187933263,American,A,-73.8477705,40.7210293,"7000 AUSTIN STREET, New York City",1.5
413,HARNEY & SONS TEA,10013,2129334853,Dessert,B,-73.9994719,40.7213388,"433 BROOME STREET, New York City",3
