"","NAME","BORO","ZIP","TEL","TYPE","GRADE","LON","LAT","ADDRESS"
"202","NEW KAM LAI CHINESE RESTAURANT","MANHATTAN",10024,"2127698990","Chinese","B",-73.9758589,40.7869391,"514 AMSTERDAM AVENUE, New York City"
"203","MCDONALD'S","MANHATTAN",10025,"2122228714","QuickMeal","",-73.9676563,40.7999269,"2726 BROADWAY, New York City"
"204","WOODHAVEN HOUSE","QUEENS",11374,"7188945400","European","A",-73.8673587,40.7217882,"6398 WOODHAVEN BOULEVARD, New York City"
"205","MOLYVOS","MANHATTAN",10019,"2125827500","European","A",-73.9805666,40.7644251,"871 7 AVENUE, New York City"
"206","SUSHI YOU","QUEENS",11364,"7182811188","Asian","",-73.759127,40.7408443,"21505 73 AVENUE, New York City"
"207","Akaru Sushi","BROOKLYN",11237,"7189287688","Asian","B",-73.9160728,40.7025643,"201 WYCKOFF AVE, New York City"
"208","DE LA VEGA RESTAURANT","BROOKLYN",11206,"7185992342","European","A",-73.9487278,40.7108449,"472 LORIMER STREET, New York City"
"209","ST MAZIE","BROOKLYN",11211,"7183844807","American","A",-73.9897373,40.7167029,"345 GRAND STREET, New York City"
"210","TASTEE JERK","QUEENS",11412,"7182850704","Mexcian","",-73.75748,40.706387,"20003 HOLLIS AVENUE, New York City"
"211","WHALER BAR, CAFE BUON GIORNO","MANHATTAN",10016,"2128020600","American","A",-73.9809627,40.7499818,"22 EAST   38 STREET, New York City"
"212","ARCHIE'S TAP AND TABLE","BRONX",10464,"7188859229","American","A",-73.789508,40.853108,"536 CITY ISLAND AVE, New York City"
"213","LAO MA MA LA TANG","QUEENS",11354,"7183582339","Chinese","B",-73.8290939,40.759362,"13620 ROOSEVELT AVENUE, New York City"
"214","SHERIDAN MARKET","BRONX",10451,"3479188111","American","",-73.9212329,40.8267967,"191 EAST  161 STREET, New York City"
"215","PUSHCART COFFEE","MANHATTAN",10001,"6466493079","Dessert","",-74.000569,40.7481226,"401 W 25TH ST, New York City"
"216","NEW CASTLE DELI & GROCERY","QUEENS",11434,"7189955327","QuickMeal","",-73.7678901,40.6571521,"14934 GUY R BREWER BLVD, New York City"
"217","ESPRESSO 77","BROOKLYN",11215,"7185763997","Dessert","A",-73.9912607,40.7501142,"410 7TH AVE, New York City"
"218","ETHOS GREEK CUISINE","MANHATTAN",10016,"2122521972","European","A",-73.9781195,40.7452203,"495 3 AVENUE, New York City"
"219","LAND THAI KITCHEN","MANHATTAN",10024,"2125018121","Asian","",-73.9773369,40.7849823,"450 AMSTERDAM AVENUE, New York City"
"220","Seoul Chicken","MANHATTAN",10002,"2125334781","Asian","A",-73.9851736,40.7192569,"71 CLINTON STREET, New York City"
"221","SABAY THAI","QUEENS",11373,"7184247916","Asian","B",-73.889673,40.746122,"7519 BROADWAY, New York City"
"222","LAS AMERICAS BAKERY","QUEENS",11373,"7184576437","QuickMeal","",-73.8840338,40.7466984,"4030 82 STREET, New York City"
"223","LA BOITE","MANHATTAN",10019,"2122474407","American","A",-73.9937647,40.7665486,"724 11 AVENUE, New York City"
"224","UNCLE PETER'S","QUEENS",11372,"7186518600","Other","A",-73.8838532,40.7560052,"8315 NORTHERN BOULEVARD, New York City"
"225","ORIENTAL CHINESE KITCHEN","BROOKLYN",11235,"7188918563","Chinese","A",-73.9670038,40.5803481,"390 NEPTUNE AVENUE, New York City"
"226","NEW CHINA RESTAURANT","BRONX",10457,"7185837666","Chinese","B",-73.9071787,40.8445477,"240 E 174TH ST, New York City"
"227","BUONA NOTTE RISTORANTE","MANHATTAN",10013,"2129651111","Italian","",-73.9979392,40.7177438,"120 MULBERRY STREET, New York City"
"228","MATSU SUSHI","QUEENS",11103,"7187267029","Asian","A",-73.918383,40.765734,"3411 30 AVENUE, New York City"
"229","Tony's Original's Pizzeria","STATEN ISLAND",10301,"7187204800","Other","A",-74.0793863,40.6383481,"11 CORSON AVE, New York City"
"230","DUMBO KITCHEN","BROOKLYN",11201,"7187971695","American","",-74.0104273,40.7181084,"108 JAY STREET, New York City"
"231","MURPHY'S PUB & RESTAURANT","MANHATTAN",10022,"2127515400","European","",-73.9679956,40.7560378,"977 2 AVENUE, New York City"
"232","STARBUCKS","MANHATTAN",10017,"2124903189","Dessert","A",-73.9782276,40.7562745,"575 5 AVENUE, New York City"
"233","OLIVE GARDEN","BROOKLYN",11239,"7183481071","Italian","",-73.8693164,40.651481,"505 GATEWAY DRIVE, New York City"
"234","PAPI NICE BAR","BRONX",10469,"7183241991","American","B",-73.8602861,40.8657387,"925 ALLERTON AVENUE, New York City"
"235","INAKAYA","MANHATTAN",10018,"2123542195","Asian","A",-73.9901084,40.7561001,"620 8 AVENUE, New York City"
"236","LA CABANA SALVADORENA RESTAURANT","MANHATTAN",10040,"2129287872","American","A",-73.933409,40.8543694,"4384 BROADWAY, New York City"
"237","SUSHI CHOSI","MANHATTAN",10003,"2124201419","Asian","A",-73.9868281,40.7369226,"77 IRVING PLACE, New York City"
"238","M SHANGHAI","BROOKLYN",11211,"7183849300","Chinese","",-73.9919097,40.7177944,"292 GRAND ST, New York City"
"240","MADAME SOU SOU","QUEENS",11106,"7187106577","European","A",-73.9218713,40.7633317,"3105 33RD ST, New York City"
"241","YE MEI BAKERY","QUEENS",11373,"7188988005","QuickMeal","",-73.8832693,40.7428605,"8126 BROADWAY, New York City"
"242","LUCY'S ASIAN KITCHEN","QUEENS",11430,"7186566210","Asian","A",-73.7781391,40.6413111,"0 JOHN F. KENNEDY INTL AIRPORT, New York City"
"243","ISAAC'S COFFEE SHOP","BROOKLYN",11210,"7183779595","Dessert","A",-73.9462889,40.624629,"3001 AVENUE K, New York City"
"244","MY MOST FAVORITE FOOD","MANHATTAN",10023,"2125805130","Other","",-73.983302,40.7795794,"247 WEST   72 STREET, New York City"
"245","DOWNTOWN BAKERY II MEXICAN FOOD","MANHATTAN",10003,"2122541757","Mexcian","",-73.9872252,40.7254662,"69 1 AVENUE, New York City"
"246","DUNKIN' DONUTS","MANHATTAN",10003,"2124755928","QuickMeal","",-73.983446,40.73066,"215 1 AVENUE, New York City"
"247","YI MEI YUM GOURMET","MANHATTAN",10002,"3475853588","Chinese","A",-73.9950932,40.7141237,"51 DIVISION STREET, New York City"
"248","YUMMY TACO","QUEENS",11428,"7187763616","Mexcian","",-73.732973,40.7200074,"221-07 JAMAICA AVE, New York City"
"249","DUNKIN' DONUTS","QUEENS",11422,"7183412894","QuickMeal","A",-73.734692,40.6649106,"24501 FRANCIS LEWIS BOULEVARD, New York City"
"250","SALAAM BOMBAY","MANHATTAN",10013,"2122269400","Asian","",-74.0104987,40.7170258,"319 GREENWICH STREET, New York City"
"251","BAIRES BAKERY","QUEENS",11372,"7186724046","QuickMeal","",-73.8758608,40.748728,"9009 ROOSEVELT AVENUE, New York City"
"252","RAMEN LAB","MANHATTAN",10012,"6466137522","Asian","A",-73.9964333,40.720959,"70 KENMARE ST, New York City"
"253","ALPHAVILLE","BROOKLYN",11237,"2013042844","American","",-73.925855,40.700486,"140 WILSON AVE, New York City"
"254","PIZZA PETE'S","MANHATTAN",10024,"2127873153","QuickMeal","",-73.9725922,40.7862402,"528 COLUMBUS AVENUE, New York City"
"255","TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT","BROOKLYN",11236,"7186760149","Mexcian","A",-73.9028674,40.6458674,"1397 ROCKAWAY PARKWAY, New York City"
"256","DUGOUT PUB","QUEENS",11377,"7184298849","European","A",-73.9035356,40.7452754,"3976 61ST ST, New York City"
"257","NEIL'S COFEE SHOP","MANHATTAN",10021,"2126287474","American","B",-73.9630072,40.7689107,"961 LEXINGTON AVENUE, New York City"
"258","SANCTUARY T","MANHATTAN",10013,"2129417832","American","",-74.0035309,40.7224306,"337 WEST BROADWAY, New York City"
"259","LA NUEVA BAKERY","QUEENS",11372,"7185072339","European","",-73.8799508,40.7500348,"8610 37TH AVE, New York City"
"260","BUBBAS","QUEENS",11105,"7187282227","French","A",-73.9099819,40.7758888,"3113 DITMARS BLVD, New York City"
"261","JAIYA THAI & ORIENTAL RESTAURANT","MANHATTAN",10028,"2127178877","Asian","",-73.9545041,40.7745221,"1553 2 AVENUE, New York City"
"262","PLOY THAI","QUEENS",11373,"7182057298","Asian","A",-73.8830972,40.7428197,"8140 BROADWAY, New York City"
"263","JUST SALAD","MANHATTAN",10004,"6467964322","QuickMeal","A",-74.0119961,40.7037939,"90 BROAD ST, New York City"
"264","ESTRELLA BAR & RESTAURANT","BRONX",10452,"7182937246","American","",-73.9164774,40.8414854,"1470 JEROME AVENUE, New York City"
"265","SWIRL FUN","BROOKLYN",11209,"7188334208","Dessert","A",-73.945558,40.7752787,"533 86 STREET, New York City"
"266","BETWEEN THE BREAD","MANHATTAN",10016,"2127651840","American","",-73.9807539,40.7516212,"20A E 40TH ST, New York City"
"267","JUNOON","MANHATTAN",10010,"2124902100","Asian","",-73.9908424,40.7431813,"27 WEST   24 STREET, New York City"
"268","LI GRECI'S STAATEN RESTAURANT","STATEN ISLAND",10310,"7184486000","American","",-74.1123151,40.6297394,"697 FOREST AVENUE, New York City"
"269","ALI'S ROTI SHOP","BROOKLYN",11213,"5165224875","Mexcian","B",-73.9311325,40.6664242,"337 UTICA AVENUE, New York City"
"270","DUNKIN' DONUTS","STATEN ISLAND",10310,"7182739641","QuickMeal","A",-74.1149479,40.6288874,"770 FOREST AVENUE, New York City"
"271","DUMBO KITCHEN","BROOKLYN",11201,"7187971695","American","",-74.0104273,40.7181084,"108 JAY STREET, New York City"
"272","KANG KEE CHINESE RESTAURANT","MANHATTAN",10002,"2129662876","QuickMeal","B",-73.9946948,40.7168935,"124 HESTER STREET, New York City"
"273","GREAT TASTE BAKERY","MANHATTAN",10038,"6466424110","QuickMeal","",-73.9969397,40.7120833,"3335 CATHERINE STREET, New York City"
"274","Sally's","BROOKLYN",11236,"7189754356","Mexcian","",-73.9193028,40.6386779,"1570 RALPH AVE, New York City"
"275","THE PLACE BAR & LOUNGE","BROOKLYN",11222,"7183831900","American","A",-73.9421954,40.7278843,"269 NORMAN AVENUE, New York City"
"276","MON CHER MARKET","MANHATTAN",10013,"2129650007","American","A",-74.0045513,40.7166333,"339 BROADWAY, New York City"
"277","DELI DOROJ FRIED CHICKEN AND PIZZA","BROOKLYN",11223,"7182652540","QuickMeal","A",-73.9837861,40.5960882,"2637 86 STREET, New York City"
"278","BAOGUETTE PHO SURE","MANHATTAN",10014,"2129290877","Asian","",-74.0056167,40.7330743,"120 CHRISTOPHER STREET, New York City"
"279","JADE STAR KITCHEN","BROOKLYN",11204,"7183317802","Chinese","",-73.9934595,40.6161898,"7008 18 AVENUE, New York City"
"280","SAKAMAI","MANHATTAN",10002,"6465900684","Asian","",-73.9881277,40.7209731,"157 LUDLOW STREET, New York City"
"281","SAKURA III","QUEENS",11414,"7183238827","Asian","B",-73.840449,40.6597285,"158-38 CROSSBAY BLVD, New York City"
"282","MD KITCHEN","BROOKLYN",11230,"9177899556","Italian","A",-73.9719813,40.7279529,"1012 EAST   15 STREET, New York City"
"283","CROWN FRIED CHICKEN","BROOKLYN",11233,"3474065225","Chinese","A",-73.921791,40.674391,"431 RALPH AVENUE, New York City"
"284","BOTTEGA FALAI","MANHATTAN",10012,"2123343132","Dessert","A",-73.9964503,40.7234824,"267 LAFAYETTE STREET, New York City"
"285","JAY'S ROTI HUT","QUEENS",11420,"7183223473","Mexcian","",-73.8207009,40.6702185,"13509 LEFFERTS BLVD, New York City"
"286","COCOA GRINDER","BROOKLYN",11209,"3475606282","Dessert","A",-74.0280804,40.6228618,"8521 4TH AVE, New York City"
"287","EZ BOCARITOS","BRONX",10458,"3475775786","European","",-73.8932392,40.8601738,"2457 WEBSTER AVE, New York City"
"288","BURGER KING","QUEENS",11362,"7182295701","QuickMeal","A",-73.7385742,40.7543546,"24202 61 AVENUE, New York City"
"289","FLUSHING MEADOWS PITCH AND PUTT","QUEENS",11368,"7182718182","American","A",-73.8339635,40.7583142,"12216 ROOSEVELT AVENUE, New York City"
"290","CHINA VILLAGE RESTAURANT","MANHATTAN",10013,"2129416679","Chinese","",-73.9998923,40.7170858,"94 BAXTER STREET, New York City"
"291","LA HOGUERA PIASA RESTAURANT & BAKERY","QUEENS",11104,"7183929903","American","",-73.9239125,40.7433495,"4012 QUEENS BOULEVARD, New York City"
"292","FAMOUS FAMIGLIA","MANHATTAN",10025,"2128647193","QuickMeal","C",-73.9707385,40.7940122,"734 AMSTERDAM AVENUE, New York City"
"293","CORTE CAFE","MANHATTAN",10007,"2127663200","QuickMeal","B",-74.0039575,40.7141238,"2 LAFAYETTE STREET, New York City"
"294","MOLYVOS","MANHATTAN",10019,"2125827500","European","",-73.9805666,40.7644251,"871 7 AVENUE, New York City"
"295","PUEBLA  RESTAURANT","BROOKLYN",11204,"7183362306","Mexcian","C",-73.9736303,40.6085031,"374 AVENUE P, New York City"
"296","ISIS RESTAURANT","BRONX",10467,"7183241054","European","B",-73.8657211,40.8656142,"739 ALLERTON AVENUE, New York City"
"297","BRUNO'S RESTAURANT","QUEENS",11414,"7183227866","Italian","A",-73.8404544,40.6600815,"15822 CROSSBAY BOULEVARD, New York City"
"298","CHAI THAI RESTAURANT","BROOKLYN",11249,"7185995889","Asian","",-73.9596482,40.7179006,"124 NORTH    6 STREET, New York City"
"299","TASTY'S DINER","QUEENS",11105,"7187778830","European","A",-73.9096617,40.7750776,"3304 DITMARS BOULEVARD, New York City"
"300","ALEO","MANHATTAN",10011,"2126918136","Italian","",-73.9917192,40.7402169,"7 WEST   20 STREET, New York City"
"301","EQUINOX","MANHATTAN",10025,"2127991111","American","",-73.9743516,40.7919408,"2465 BROADWAY, New York City"
"302","PAPA JOHN'S","BRONX",10467,"7185477272","QuickMeal","A",-73.8775587,40.8716068,"362 E 204TH ST, New York City"
"303","JUSTINOS","MANHATTAN",10019,"2125821222","QuickMeal","A",-73.9886055,40.769565,"881 10TH AVE, New York City"
"304","DUNKIN' DONUTS/ BASKIN ROBBINS","QUEENS",11419,"7188452649","QuickMeal","",-73.8263863,40.6860854,"11611 LIBERTY AVENUE, New York City"
"305","MI CASA RESTAURANT","QUEENS",11418,"7188499636","American","Z",-73.832609,40.699166,"11620 JAMAICA AVENUE, New York City"
"306","MILL KOREAN RESTAURANT","MANHATTAN",10025,"2126667653","Asian","",-73.9658571,40.8061666,"2895 BROADWAY, New York City"
"307","CROWN FRIED CHICKEN","MANHATTAN",10027,"7183537104","Chinese","",-73.9483127,40.8145495,"2459 8TH AVE, New York City"
"308","KENNEDY FRIED CHICKEN & PIZZA","BROOKLYN",11208,"7185130174","Chinese","",-73.8796595,40.6817316,"3127 FULTON ST, New York City"
"309","SAL'S PIZZA / MAMMA MARIA RESTAURANT","BROOKLYN",11231,"7188526890","Italian","",-73.9950902,40.6835769,"305 COURT STREET, New York City"
"310","TOTAL AMAZING GRACE","BROOKLYN",11226,"7182824035","Mexcian","B",-73.948122,40.6510537,"3113 CHURCH AVE, New York City"
"311","BOSTON MARKET","MANHATTAN",10019,"2122624694","American","",-73.9885373,40.7697239,"885 10 AVENUE, New York City"
"312","LAS MARGARITAS RESTAURANT","BROOKLYN",11209,"7182383972","Mexcian","A",-73.9906003,40.7286208,"7206 3RD AVE, New York City"
"313","TOMMY'S","MANHATTAN",10032,"2123681837","American","",-73.9450948,40.8331086,"3750 BROADWAY, New York City"
"314","KANA TAPAS BAR & RESTAURANT","MANHATTAN",10013,"2123438180","European","",-74.0094194,40.7258383,"324 SPRING STREET, New York City"
"315","LA PIZZA & CONVENIENCE","BROOKLYN",11222,"7183830666","Italian","A",-73.9532416,40.8099485,"887 MANHATTAN AVENUE, New York City"
"316","SERAFINA","MANHATTAN",10027,"2126580226","Italian","",-73.9584604,40.810944,"1260 AMSTERDAM AVE, New York City"
"317","TONE AUTHENTIC GEORGIAN BAKERY & CUISINE","BROOKLYN",11235,"7183328082","European","",-73.963258,40.5814768,"265 NEPTUNE AVENUE, New York City"
"318","MAYA CUISINE","QUEENS",11103,"7187773118","European","",-73.91179,40.768194,"2442 STEINWAY ST, New York City"
"319","SOPHIES CUBAN CUISINE","MANHATTAN",10038,"2126086769","American","A",-74.0055381,40.708933,"76 FULTON ST, New York City"
"320","BOOTLEG BAR","BROOKLYN",11237,"3477156307","American","",-73.9172858,40.6987461,"1438 MYRTLE AVE, New York City"
"321","EARL OF SANDWICH","MANHATTAN",10104,"2122479246","American","",-73.978872,40.7604895,"1290 AVENUE OF THE AMERICAS, New York City"
"322","DOMINO'S","BROOKLYN",11207,"7184954441","QuickMeal","",-73.8914092,40.6723548,"2196 PITKIN AVENUE, New York City"
"323","CAFE MARTIN","BROOKLYN",11215,"3472616836","Dessert","",-73.983317,40.748452,"355 5 AVENUE, New York City"
"324","PAPA LEONE PIZZERIA","BROOKLYN",11235,"7186481349","Italian","A",-73.9426101,40.5780673,"101103 ORIENTAL BOULEVARD, New York City"
"325","OCEAN DRAGON RESTAURANT","MANHATTAN",10019,"2122457210","Chinese","A",-73.9886707,40.7694349,"877 10 AVENUE, New York City"
"326","HOU YI HOT POT","MANHATTAN",10002,"2129663420","Chinese","",-73.9925768,40.7161793,"92 HESTER ST, New York City"
"327","LITTLE CHOC APOTHECARY","BROOKLYN",11211,"7189630420","Dessert","",-73.9571805,40.7119099,"141 HAVEMEYER ST, New York City"
"328","PARAISO AZTECA RESTAURANT","BROOKLYN",11229,"7189989860","Mexcian","",-73.9571216,40.6085947,"1681 EAST   16 STREET, New York City"
"329","SHERWOODS KEEP","QUEENS",11385,"7183810400","American","",-73.9197019,40.7082673,"205 CYPRESS AVE, New York City"
"330","TWO8TWO BAR & BURGER","BROOKLYN",11201,"7185962282","American","",-73.9897082,40.6885584,"282 ATLANTIC AVENUE, New York City"
"331","COPPER KETTLE","QUEENS",11377,"7183357596","American","",-73.9135648,40.7458604,"5024 SKILLMAN AVENUE, New York City"
"332","GAMBRINUS","BROOKLYN",11235,"7182651009","Seafood","",-73.9692385,40.5758864,"3100 OCEAN PARKWAY, New York City"
"333","WANG CHINA CITY","BROOKLYN",11203,"7185662222","Chinese","",-73.930024,40.6538327,"756 LINDEN BOULEVARD, New York City"
"334","KUM GANG SAN","QUEENS",11354,"7184610909","Asian","",-73.8271317,40.7638577,"13828 NORTHERN BOULEVARD, New York City"
"335","DUNKIN DONUTS","QUEENS",11434,"7183410610","Other","A",-73.77036,40.672716,"16995 137TH AVE, New York City"
"336","MONTERO BAR & GRILL","BROOKLYN",11201,"6467294129","American","A",-73.9979536,40.6914024,"73 ATLANTIC AVENUE, New York City"
"337","LA PLAYA RESTAURANT","QUEENS",11693,"7183188435","American","",-73.812828,40.587608,"8716 ROCKAWAY BEACH BOULEVARD, New York City"
"338","D.B.A.","MANHATTAN",10003,"2124755097","American","A",-73.9880465,40.7243091,"41 1ST AVE, New York City"
"339","TASTE OF GEORGIA","BROOKLYN",11229,"7183365556","European","",-73.9554072,40.6097673,"1637 EAST   18 STREET, New York City"
"340","LITTLE CAESARS","BROOKLYN",11236,"3473719971","QuickMeal","A",-73.9126917,40.6354802,"8008 FLATLANDS AVENUE, New York City"
"341","DEAD RABBIT TAVERN","MANHATTAN",10004,"6464227906","European","",-74.0110308,40.7032931,"30 WATER STREET, New York City"
"342","JK & SONS COFFEE SHOP","BROOKLYN",11206,"7187822366","American","A",-73.9914063,40.7327205,"801 BROADWAY, New York City"
"343","EMMETTS","MANHATTAN",10012,"9176393571","American","A",-74.0024945,40.7273163,"50 MACDOUGAL ST, New York City"
"344","MERRY LAND BUFFET","BRONX",10451,"7182923455","Chinese","A",-73.9093565,40.8242867,"505 E 163RD ST, New York City"
"345","PICO","QUEENS",11694,"7189453474","Mexcian","A",-73.849677,40.578361,"419 BEACH  129 STREET, New York City"
"346","MR TAKA RAMEN","MANHATTAN",10002,"2122541508","Asian","",-73.9888983,40.7212405,"170 ALLEN ST, New York City"
"347","MUGS ALE HOUSE BAR","BROOKLYN",11211,"7184868232","American","",-73.9556346,40.7194792,"125 BEDFORD AVENUE, New York City"
"348","PONTE VECCHIO","BROOKLYN",11209,"7182386449","Italian","",-74.0293074,40.6211778,"8810 4 AVENUE, New York City"
"349","HAPPY BONES","MANHATTAN",10013,"2126733754","Dessert","",-73.997103,40.7207546,"394 BROOME ST, New York City"
"350","LAS AMERICAS BAKERY","MANHATTAN",10031,"2122347715","QuickMeal","",-73.9543487,40.8204391,"3362 BROADWAY, New York City"
"351","CASA VERDE","STATEN ISLAND",10306,"7189838344","Italian","A",-74.136564,40.573198,"3471 RICHMOND ROAD, New York City"
"352","THE BURGER BISTRO","BROOKLYN",11217,"7183989800","American","A",-73.9897297,40.7413536,"177 5 AVENUE, New York City"
"353","INTERCONTINENTAL BARCLAY -  LOBBY   RESTAURANT","MANHATTAN",10004,"2127555900","American","A",-73.9734883,40.7557423,"111 E 48TH ST, New York City"
"354","FAJITAS SUNRISE RESTAURANT","QUEENS",11385,"7184180967","Mexcian","A",-73.898853,40.7003404,"5924 MYRTLE AVENUE, New York City"
"355","CAFE 37","MANHATTAN",10018,"2123911523","QuickMeal","A",-73.9853673,40.7514965,"47 WEST   37 STREET, New York City"
"356","PITOPIA","MANHATTAN",10001,"2122446700","Other","",-73.9960031,40.7534666,"369 W 34TH ST, New York City"
"357","J'S ON THE BAY","STATEN ISLAND",10305,"7187200922","American","A",-74.0661163,40.6143431,"1189 BAY STREET, New York City"
"358","JUICE GENERATION","MANHATTAN",10028,"2122494071","American","A",-73.9550851,40.7773095,"1486 3 AVENUE, New York City"
