NAME,GRADE,ADDRESS,ZIPCODE,RATING,PRICE,LAT,LON,CUISINE,TAG,TEL
NEW FRESH PIZZA,A,CHURCH AVE,11226,3.5,$,40.6506679,-73.95222966,Pizza,pizza slice fresh delivery crust called,13474446552
REAL THAI CUISINE,,9TH AVE,10018,3,$$,40.75669,-73.99369,Asian,thai pad chicken noodles lunch flavor,19172615407
DARINA CAFE,A,SAND LANE,10305,3.5,,40.59217,-74.0678,European,russian party xathe birthday fresh chicken,17183514413
BAR BOLONAT,,HUDSON ST,10014,4,$$$,40.73766873,-74.00585754,European,dish love perfect bar flavor bolonat,12123901545
THE WEST CAFE,,UNION AVENUE,11211,4,$$,40.711757,-73.951537,American,coffee spot drinks bar friendly nice,17185991704
LA SUPERIOR,A,BERRY STREET,11249,3.5,$$,40.71357,-73.96363,Latin,tacos la superior cash fish guacamole,17183885988
CAFE ALICE,A,EAST   47 STREET,10017,3,$$,40.75651721,-73.9778551,Other,lunch sandwich salad alice cafe deli,12128886969
PLANET WINGS,A,FOREST AVENUE,10310,1.5,$$,40.63035,-74.1062,American,wings delivery chicken called fried cheese,17187209464
DELICIOUS PIZZA CAFE,A,W KINGSBRIDGE RD,10463,5,,40.87322,-73.90555,Pizza,served american breakfast busy delicious diner,17188845501
MCDONALD'S,A,UTICA AVENUE,11203,2.5,$,40.65613836,-73.93057643,QuickMeal,mcdonalds money rude attitude bad beggar,17187780023
TEA DRUNK,A,EAST 7TH STREET,10009,4,$$,40.72643,-73.98419,Chinese,tea taste experience drunk owner chinese,19175739936
DOLCE VITA,A,AVENUE N,11234,4.5,$$$,40.619697,-73.918792,European,xa owner wine dinner service drinks,17184443537
COCO MALAYSIA CUISINE,A,BROADWAY,11373,3.5,$$,40.741662,-73.8804985,Asian,rice chicken dish curry flavor delicious,17185652030
YO SUSHI,B,3RD AVE,10003,3,$$,40.736036,-73.9853697,Asian,roll sushi xathe fresh salad special,12126776921
HAMPTON CHUTNEY CO,A,GRAND ST,10013,4,$$,40.97416843,-72.14099261,Asian,dosa chutney dish seating cheese mango,16312673131
PIO BAGEL,A,LAWRENCE ST,11201,3.5,$,40.6920693,-73.9865172,QuickMeal,bagel cheese cream breakfast fresh bacon,17182372777
LA BELLEZZA PIZZERIA,A,BROADWAY,10007,4,$$,40.71574,-74.00538,Pizza,slice pizza cheese crust spot chicken,12122273337
YUMMY CHUMMY,B,8TH AVE,11220,4,$,40.63338291,-74.01133496,Chinese,rice meat duck price roasted congee,17188364968
MURRAY HILL DINER,A,LEXINGTON AVENUE,10016,3.5,$$,40.74605105,-73.980296,American,diner breakfast service egg coffee friendly,12126866667
JONGRO BBQ,A,ROOSEVELT AVE,11354,3.5,$$,40.7638494,-73.8098454,Asian,meat seafood table korean bbq lot,17189399330
FRESH & CO,A,MADISON AVE,10017,2.5,$$,40.7525863,-73.9792344,QuickMeal,salad bowl fresh sandwich lunch chicken,12125337374
TOPAZ NOODLE BAR,A,W 56TH ST,10019,4,$$,40.76444244,-73.97897339,Asian,thai noodles xa fried pad service,12122472277
TAM PO PO RAMEN,A,BENNETT AVE,10033,4,$$,40.850719,-73.936309,Asian,ramen miso chicken spicy noodles broth,12129230575
GAL BI MA EUL,A,NORTHERN BOULEVARD,11358,3.5,$$,40.7582,-73.78716,Asian,korean dish bbq galbi friendly pretty,17188192171
BAYARD SUSHI,A,BAYARD ST,10013,3.5,,40.7156069,-73.99895724,Asian,sushi fresh spot check chinatown consistent,16469227808
MYUNG SAN RESTAURANT,A,DEPOT ROAD,11358,4,$$,40.76212569,-73.80310312,Asian,korean crab soup dish banchan friendly,17188881245
DELFINI,A,TIFFANY ST,10474,2.5,$,40.809995,-73.889957,American,salad chicken fried delivery dressing egg,17189911337
TAQUERIA ST MARKS PL,A,SAINT MARKS PL,10003,4,$$,40.72785878,-73.98561381,Latin,tacos chips friendly margarita mexican salsa,16469645614
EL PASO TAQUERIA,C,EAST   97 STREET,10029,3,$$,40.7872963,-73.95281219,Latin,burrito tacos guacamole pretty delicious im,12129961739
RUZANA,,85TH ST,11209,4.5,$,40.62217218,-74.0260157,European,chicken platter shawarma delicious phone table,13476626208
UNCLE JACK'S STEAKHOUSE,A,9 AVENUE,10001,3.5,$$$$,40.75367,-73.99549,Other,steak steakhouse service dinner bread cooked,12122440005
BAHAR TURKISH RESTAURANT,,METROPOLITAN AVE,11375,3.5,$$,40.71056,-73.85035,Other,turkish service experience table friendly im,17185440400
WESTVILLE,A,WEST   10 STREET,10014,4,$$,40.7340046,-74.0041863,American,westville fried market friendly cheese chicken,12127417971
1080 BREW,A,WYCKOFF AVE,11385,4.5,$$,40.6942764,-73.9027486,Coffee,coffee nice friendly love sandwich service,13474849220
NATHANIEL'S BAKERY,A,UTOPIA PKWY,11357,5,$$,40.779532,-73.7941737,QuickMeal,cake bakery delicious cupcakes sweet donuts,17189711096
TEA BAR,A,DRIGGS AVENUE,11211,4,$,40.7181702,-73.9555511,Coffee,tea coffee nice selection love green,16463616839
GREGORYS COFFEE,A,E 46TH ST,10017,4,$$,40.75554,-73.9781,Coffee,coffee chocolate gregorys delicious drinks latte,12126611722
LITTLE TONINO'S PIZZA & CAFE,A,GREENWOOD AVE,11218,3.5,$,40.65072,-73.97706,Pizza,pizza slice brooklyn pie called delivery,17184387088
CHINA DOLL,A,LORING AVENUE,11208,3,$,40.66718,-73.86076,Chinese,im delivery soup cold container family,17182355739
BLANCA,A,MOORE,0,4,$$,40.70504353,-73.93357123,European,pizza robertas wait pie sting bee,17184171118
MCDONALD'S,A,MYRTLE AVENUE,11385,2.5,$,40.6994159,-73.9110408,QuickMeal,mcdonalds hour xathe bad clean close,17184567287
ELITE PASTRIES CAFE,A,BELL BLVD,11361,3.5,$$,40.75597,-73.7674637,QuickMeal,pastries cookies price cake bakery elite,17184234400
CAFFE E VINO,Z,DEKALB AVENUE,11201,4,$$,40.68971,-73.97827,European,italian service chicken nice price special,17188556222
SILVER SPOON DINER,B,JUNCTION BLVD,11373,3,$,40.7358444,-73.8652352,American,diner breakfast im bacon egg fried,17183933000
IGUANA RESTAURANT,B,WEST   54 STREET,10019,3,$$,40.7642063,-73.9832105,Latin,check friendly night iguanas server service,12127655454
WAH HING KITCHEN,A,ROCKAWAY BLVD,11420,4,$,40.6755799,-73.8121199,Chinese,chinese spot delivery chicken coming customer,17187382281
SLICE OF BROOKLYN  INC.,B,4TH AVE,11232,3.5,$,40.65691,-74.00143,Pizza,pizza slice brooklyn chicken ive cheese,17184992121
TANTRA LOUNGE,A,31 STREET,11106,3,$$,40.757,-73.9298,Latin,bottle charge music drinks table tip,17189374574
VSPOT ORGANIC,B,SAINT MARKS PL,10003,4,$$,40.729113,-73.989209,Latin,empanadas burger service vegan danny waitress,12122543693
MELODY CAFE & RESTAURANT,A,STEINWAY STREET,11103,1.5,$$,40.76554489,-73.91329193,European,drinks bouncer friendly night waiter hookah,17187771514
TOMO JAPANESE RESTAURANT,,AMBOY ROAD,10312,4,$$,40.54293,-74.16558,Asian,sushi roll fresh love taste xathe,17182275100
SAL'S FAMILY PIZZA,A,BROOME STREET,10013,3.5,$$,40.72050272,-73.99669114,Pizza,pizza slice italy front im service,12129250440
GA HWA KOREAN RESTAURANT,,NORTHERN BOULEVARD,11358,3.5,$$,40.7575778,-73.7916428,Asian,korean soup delicious kimchi rice beef,17188887734
PAPA JOHN'S,A,45TH AVE,11355,2.5,$,40.755444,-73.814734,Pizza,pizza delivery ive john papa stars,17184637272
YUMMY CAFE HOUSE,A,AVENUE U,11229,3.5,$,40.59911,-73.95618,QuickMeal,cake ice chinese egg tea bakery,17189982229
CAFFE DEI FIORI RISTORANTE,A,LEXINGTON AVE,10021,4.5,$$$,40.76935,-73.9627,European,love friendly pasta delicious italian service,12123273400
THE STOREHOUSE,A,WEST 23 STREET,10010,3.5,$$,40.74273281,-73.99217612,American,drinks fried bar chicken beer burger,12122438898
OVOSODO,A,QUEENS BLVD,11375,3.5,$$,40.71905807,-73.83934546,European,pizza sauce menu xathe brunch cheese,17184873524
THE LIGHTS OF BAKU,A,86 STREET,11223,2.5,$$,40.59493,-73.98171,European,party xathe bad hour music served,17182669191
VILLA MONTE RESTAURANT & PIZZERIA,A,AMBOY ROAD,10307,3,$$,40.516627,-74.234482,Pizza,pizza chicken service monte nice roll,17189849886
BAGEL TREE,A,E 124TH ST,10035,3.5,$,40.802263,-73.934181,QuickMeal,bagel fresh friendly breakfast clean coffee,16465598912
DYCKMAN BAR,,DYCKMAN STREET,10034,3,$$,40.86582391,-73.92732721,American,bar drinks happy hour night friendly,16463603018
JOJU & JOJU BOWL,A,BROADWAY,11373,4.5,$,40.74070517,-73.87935018,QuickMeal,joju sandwich mi fried banh pork,13478080887
PEASANT,A,ELIZABETH STREET,10012,3.5,$$$,40.72171,-73.99428,American,pasta dish delicious pizza bread wine,12129659511
PATRON MEXICAN GRILL,A,9 AVENUE,10036,3,$$,40.75923,-73.99173,Latin,drinks margarita table seating service friendly,12129579050
SORRY NOT SORRY,A,AUSTIN ST,11375,3.5,$$,40.72080038,-73.8463942,European,bar gay friendly drinks music bartender,17182637743
SARAVANA BHAVAN,A,LEXINGTON AVENUE,10016,3.5,$$,40.7414,-73.98306,Asian,dosa indian south service table friendly,12126847755
BP SUB EXPRESS,A,13 AVENUE,11219,3.5,$$,40.6330405,-73.9939503,Other,sandwich service wait fried hour cholent,17189720010
DUNKIN' DONUTS,A,AVENUE D,11236,1.5,$,40.6456795,-73.9130402,QuickMeal,coffee donuts dunkin people service breakfast,17184511213
LANDIN MACARONI & CHEESE,A,MELROSE AVE,10455,4,$,40.8200475,-73.9161737,Latin,cheese bacon chicken bronx hot taste,13477264217
CHASERS,A,FLUSHING AVENUE,11378,5,$$,40.720382,-73.905494,European,nice bar kitchen local afternoon ambiance,17183262973
ANGEL'S CAFE,A,E 187TH ST,10458,4,$,40.85386,-73.88387,Latin,chicken angel mexican night amazing grilled,17183298828
SAIGON SHACK,A,MACDOUGAL STREET,10012,4,$,40.72969,-74.000629,Asian,pho broth meat beef saigon shack,12122280588
PAPA JOHN'S,A,5 AVENUE,11220,2,$$,40.6405496,-74.0152645,Pizza,pizza delivery john papa called minutes,17189217272
KROLEWSKIE JADLO,,MANHATTAN AVENUE,11222,4,$$,40.72532,-73.95153,European,polish delicious pierogies stuffed borscht meal,17183838993
SID GOLD'S REQUEST ROOM,A,W 26TH ST,10001,4,$$,40.74595642,-73.99358368,American,piano bar karaoke cocktails night front,12122291948
QUEEN'S PIZZA,A,QUEENS BOULEVARD,11375,2.5,$,40.7157004,-73.8335836,Pizza,pizza falafel taste cheese stars im,17185445800
SARGE'S,A,3 AVENUE,10016,4,$$,40.74732795,-73.97720179,Other,sandwich pastrami deli meat sarges beef,12126790442
KROLEWSKIE JADLO,A,FRESH POND ROAD,11385,4,$$,40.70837,-73.89764,European,polish potatoes taste dish flavor ive,17183666226
EMPIRE RESTAURANT,A,7TH AVE,10030,3,,40.81914,-73.94038,Chinese,chicken egg fast health roll soup,12128625660
THE VANDERBILT,A,VANDERBILT AVENUE,11238,3,$$,40.6796,-73.968447,American,brunch menu table xathe night service,17186230570
JOHN BROWN SMOKEHOUSE,A,44 DRIVE,11101,4,$$,40.7489,-73.95009,American,meat bbq cheese brisket pork ribs,13476171120
ROSEBANK PIZZA,A,BAY ST,10305,4,$,40.6100608,-74.06329161,Pizza,pizza chicken vegetarian cheese garlic slice,17184475300
RIDGEWAY DINER,A,6 AVENUE,10010,3.5,$$,40.741217,-73.993675,American,diner breakfast friendly chicken eat quick,12127410096
ARBY'S,,HORACE HARDING EXPRESSWAY,11365,3,$,40.73846988,-73.79395366,QuickMeal,arbys fried sauce fast beef curly,17188880444
ORIENTAL GARDEN RESTAURANT,A,ELIZABETH STREET,10013,4,$$,40.7159199,-73.9972499,Chinese,dim sum dumplings dish shrimp service,12126190085
ENTHAICE THAI KITCHEN,A,31 AVENUE,11106,4,$$,40.76308893,-73.92132372,Asian,thai service dish pad curry delicious,17189321111
BAGEL MARKET,A,7TH AVE,11215,3,$$,40.67418,-73.97581,Other,bagel cheese cream toast lox sandwich,17182304700
BOCCA DI BACCO,A,9 AVENUE,10011,3.5,$$,40.7445631,-74.0030779,European,menu nice service bit friendly brunch,12129898400
SUBWAY,A,COLUMBUS AVENUE,10025,2,$,40.7924327,-73.9676601,QuickMeal,subway sandwich employees clean change xathe,12122226014
DA NOI RESTAURANT,A,VICTORY BOULEVARD,10314,4,$$$,40.58769,-74.19692,European,waiter friendly love service nice wait,17189825040
KRISS WEST INDIAN RESTAURANT,A,FARMERS BOULEVARD,11412,3,$,40.700467,-73.764465,Latin,jerk shrimp chicken oxtail meal spot,17184549300
SUKI,A,E 7TH ST,10003,4.5,,40.72702,-73.98608,Asian,curry katsu pork seating spicy perfect,19179996672
NAMASTE INDIAN CUISINE,A,30 AVENUE,11102,4,$$,40.7668,-73.92068,Asian,chicken indian dish naan buffet masala,17186262783
STARBUCKS,A,BROADWAY,10036,3,$$,40.759636,-73.985222,Coffee,starbucks coffee drinks service customer minutes,12125417515
PIZZA MERCATO,A,WAVERLY PL,10003,3.5,$,40.73015,-73.9941599,Pizza,pizza slice cheese garlic amazing eat,12124208432
WEBSTER CAFE,A,WEBSTER AVENUE,10458,3.5,$,40.86729,-73.88391,American,diner mexican service botanical cafe cheese,17187339634
BURKE & WILLS/MANHATTAN CRICKET CLUB,,W 79TH ST,10024,4,$$$,40.7833619,-73.979579,Other,friendly drinks bar menu cocktails dining,16468239251
ABC KITCHEN,A,EAST   18 STREET,10003,4,$$$,40.738085,-73.989472,American,salad dish xathe fresh perfect table,12124755829
CHIPOTLE MEXICAN GRILL,A,3RD AVE,10458,2.5,$$,40.85991673,-73.89107121,Latin,chipotle service clean customer experience manager,17182201276
TOKYO HOUSE JAPANESE RESTAURANT,A,RIVERDALE AVENUE,10471,4,$$,40.9056206,-73.9040833,Asian,sushi fresh ive roll teriyaki chicken,17186016877
KISSENA CAFE,A,KISSENA BOULEVARD,11355,4.5,,40.7398181,-73.8153168,Chinese,noodles wonton shrimp beef soup stew,17188860689
BIENVENIDOS AL CALLAO RESTAURANT,A,ROOSEVELT AVENUE,11368,3,$$,40.7515793,-73.8548813,Latin,fish service lol attentive called delivery,17187799400
RIAZOR BLUE TAPAS BAR,B,NORTHERN BOULEVARD,11372,5,,40.7563963,-73.8785572,European,music spanish walked xait attentive bartender,17184248464
DYKER PARK BAGELS,A,86 STREET,11228,4,$,40.61884,-74.02149,Other,bagel chicken sandwich bill fresh xai,17188366336
V {iv} Thai Restaurant & Bar,A,EAST   34 STREET,10016,3.5,$$,40.74601,-73.9795,Asian,thai lunch pad appetizer friendly fried,12122133317
FU RUN DONG BEI,,PRINCE ST,11354,4,$$,40.758782,-73.831712,Chinese,lamb dish chops pork chinese muslim,17183211363
MESA AZTECA,A,WYCKOFF AVENUE,11237,4,$$,40.70506,-73.92022,Latin,amazing mexican tacos margarita taste bartender,13473782838
GOTAN,A,FRANKLIN ST,10013,4,$$,40.719255,-74.006607,European,salad sandwich avocado tuna ive love,12124315200
WAHI OYSTER BAR / WAHIZZA,B,BROADWAY,10040,4,$$,40.85757,-73.93197,Other,drinks oysters menu brunch friendly service,12125019244
TAIKI AND RICE & MISO,A,NEVINS ST,11217,4.5,$$,40.68454362,-73.98377761,Asian,rice balls bento box miso chicken,19292793488
LODUCA'S PIZZA,A,NEWKIRK PLAZA,11226,4.5,$,40.63494002,-73.96258121,Pizza,pizza slice guys brooklyn friendly love,17188591501
HIGH DIVE,B,FIFTH AVENUE,11215,4,$,40.6749,-73.98118,American,bar dive popcorn beer free drinks,17187880401
QUEZADA RESTAURANT,A,FLATBUSH AVENUE,11226,3.5,$,40.640697,-73.956184,Latin,chicken rice flavor fried mofongo plantains,17182820622
GRILL ON LEE,A,LEE AVENUE,11211,3.5,$$,40.70446412,-73.958707,Other,xahe xai chicken fast ive mouse,17189632700
SCREAMER'S PIZZERIA,,FRANKLIN AVE,11238,3.5,,40.67512,-73.95623,Pizza,pizza vegan cheese slice pie screamers,17186236000
FOUNDRY KITCHEN & BAR,A,W 43RD ST,10036,3.5,$$$,40.75771697,-73.9889697,American,hotel stay check times bed square,12122012700
LAS CONCHITAS BAKERY,,5 AVENUE,11220,4.5,$,40.64579,-74.00941,Latin,bread sweet mexican fresh bakery coffee,17184375513
ISLAND TRINI BURGER,B,NOSTRAND AVE,11210,3.5,$,40.6345,-73.94766,Latin,fried burger sauce salad wait customer,13477899955
GRACIE-MEWS RESTAURANT,B,1 AVENUE,10028,3.5,$$,40.7733348,-73.95189218,American,diner fried friendly cheese chicken gracie,12128612290
AJISEN RAMEN,A,MOTT STREET,10013,3.5,$$,40.71414613,-73.99863395,Asian,ramen ajisen broth pork chinatown noodles,12122679680
INDIAN KITCHEN,B,GRAND ST,11211,4,$$,40.71199,-73.94332,Asian,indian chicken delivery dish kitchen love,17182187600
MAYA CUISINE,A,STEINWAY ST,11103,3.5,$$,40.76819,-73.9117799,European,yemeni lamb service delicious price bread,17187773131
B AND B RESTAURANT,A,WEST   26 STREET,10001,4.5,$,40.7459112,-73.9936086,Other,chicken sauce delicious rice buffet flavor,16464298174
BARNES & NOBLE CAFE,C,LEXINGTON AVE,10010,3,$$,40.74072723,-73.98378968,Coffee,starbucks cafe drinks bookstore service friendly,16463124850
MR. WONTON,Z,JACKSON AVENUE,11101,2,$,40.746978,-73.941986,Chinese,chinese chicken taste fried rice sauce,17184821117
COFFEE TOSSY,A,GREENPOINT AVE,11104,4,$,40.74045795,-73.92264135,QuickMeal,xa coffee spot cafe busy cup,19295220944
PIZZA CHEF,A,WEST  235 STREET,10463,3.5,$,40.88555527,-73.91035461,Pizza,pizza chicken slice top delivery chef,17187964500
EAST BROADWAY RESTAURANT,Z,EAST BROADWAY,10002,3.5,$,40.71397,-73.99358,Chinese,soup fujianese noodles service speak chinatown,12126251080
CHECKERS,A,MYRTLE AVE,11206,5,,40.69688822,-73.93568991,QuickMeal,burger chicken fried checkersits cokethe coming,13477894250
SCOPA,A,7TH AVE,10011,4,,40.74295,-73.99627,European,love friendly service waiter bread night,16468583300
WIN HING CHINESE RESTAURANT,A,SEAVIEW AVENUE,11236,3.5,$,40.63395,-73.88852,Chinese,chinese taste beef cooked delivered oysters,17182091888
PIETRO NOLITA,A,ELIZABETH ST,10012,3,$$,40.721,-73.99463,European,pink friendly table cash service cute,16469984999
CARVEL ICE CREAM,A,FRANCIS LEWIS BOULEVARD,11358,4.5,$$,40.770749,-73.793884,Drink&Sweets,cream carvel ice friendly cake love,17184610512
TACO VELOZ,A,ROOSEVELT AVENUE,11368,3.5,$,40.7478497,-73.88027697,Latin,cold sauce chicken green hot tacos,17187795608
GYRO KING,B,WALTON AVENUE,10468,4,$,40.86227,-73.90019,European,gyro king meat taste coming ive,17189336664
DAIRY QUEEN GRILL & CHILL,A,FERRY TERMINAL DR,0,3,$,40.644126,-74.072448,American,dq blizzard queens dairy burger chicken,17184476035
MOTI MAHAL DELUX,A,1 AVENUE,10065,4,$$,40.76213,-73.9605,Asian,chicken butter dish lunch naan indian,12123713535
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,A,NOSTRAND AVENUE,11210,1.5,$$,40.6330947,-73.9475211,Latin,oxtail patties beef charge crowded nice,17184214914
POLASH INDIAN CUISINE RESTAURANT,A,3 AVENUE,10035,4,$$,40.79965,-73.93855,Asian,indian chicken dish lunch cold amazing,12124100276
GREEN PAVILION RESTAURANT & SPORTS LOUNGE,A,18 AVENUE,11218,2.5,$$,40.630917,-73.976147,American,soup bar burger delivery ive breakfast,17184354722
LENWICH,A,W 9TH ST,10011,3,$$,40.734,-73.99906,American,sandwich lenwich salad wrap customer delicious,12123530300
NOT GUILTY DELICATESSEN,C,HYATT ST,10301,2,,40.6419046,-74.07742753,Other,store bad manager sandwich sit breakfast,17184485143
AUTHENTIC SZECHUAN,A,5TH AVE,11215,3.5,$$,40.67117532,-73.98489306,Chinese,dish authentic spicy love shrimp szechuan,17187882299
EL NUEVO SALINAS BAR & RESTAURANT,,NORTHERN BLVD,11368,2,,40.75738333,-73.86640951,European,clean decided eat ecuadorian bit coupon,17182051980
CAFFE PALERMO,,MULBERRY STREET,10013,3.5,$$,40.7189596,-73.9972725,European,cannoli italy coffee dessert ive cafe,12124314205
GO GO CURRY,A,E 53RD ST,10022,4,$,40.75732,-73.96791,Asian,curry katsu rice pork meal fried,16466785259
MOJITO'S,A,EAST  116 STREET,10029,3,$$,40.79761,-73.93879,Latin,drinks friendly tip happy hour check,12128288635
ARGO TEA CAFE,A,UNIVERSITY PLACE,10003,3.5,$$,40.73317,-73.99326,Coffee,tea drinks love hibiscus minutes argo,17185300520
ZUCKER'S BAGELS AND SMOKED FISH,A,CHAMBERS STREET,10007,3,$,40.715576,-74.009849,QuickMeal,bagel cheese coffee cream line sandwich,12126085844
DIG INN SEASONAL MARKET,A,LIBERTY ST,10280,3.5,$$,40.7126473,-74.01589759,American,dig inn lunch line options healthy,12127764051
3 SISTERS' & SHANTA'S RESTAURANT & BAKERY,Z,LIBERTY AVENUE,11417,4,$,40.68315,-73.83427,Latin,guyanese customer roti service xa price,17188453570
BUFFALO WILD WINGS,A,FLATBUSH AVENUE,11217,2.5,$$,40.68454395,-73.9775522,QuickMeal,wings table buffalo wait wild game,17189439453
GINGER VEGETARIAN,A,DITMAS AVE,11218,4,$$,40.6357,-73.97555,Asian,dish flavor noodles love rice soy,17186332077
SWEETGREEN WALL STREET,A,WALL ST,10005,3.5,$$,40.705586,-74.008382,QuickMeal,salad bowl line sweetgreen fresh lunch,12124879030
THE CANNIBAL NYC,C,EAST   29 STREET,10016,3.5,$$$,40.74380875,-73.98271942,American,friendly drinks beer table egg resto,12126855585
DIMES,A,CANAL ST,10002,3.5,$$,40.714973,-73.991539,American,bowl friendly menu rice dozen pretty,12129251300
FAMILY KITCHEN,A,SUTPHIN BLVD,11435,3,$,40.69314804,-73.79974864,Chinese,shrimp pork taste egg ive roll,17187393377
NUEVO TACOS AL SUADERO,A,ROOSEVELT AVE,11372,4,$,40.7487183,-73.8720627,Latin,tacos flavor authentic horchata people ive,17184290555
